,Date,Product,Demand_count,Demand_mean,Demand_sum,Year,Month,Week
74,2012-04-17,Product_1359,23,25869.565217391304,595000,2012,4,2
75,2012-04-18,Product_1359,13,16923.076923076922,220000,2012,4,3
76,2012-04-19,Product_1359,10,24400.0,244000,2012,4,4
77,2012-04-20,Product_1359,20,28200.0,564000,2012,4,5
78,2012-04-22,Product_1359,3,4333.333333333333,13000,2012,4,7
79,2012-04-23,Product_1359,15,10800.0,162000,2012,4,1
80,2012-04-24,Product_1359,19,48105.26315789474,914000,2012,4,2
81,2012-04-25,Product_1359,11,58090.90909090909,639000,2012,4,3
82,2012-04-26,Product_1359,14,32142.85714285714,450000,2012,4,4
83,2012-04-27,Product_1359,19,42210.52631578947,802000,2012,4,5
84,2012-04-30,Product_1359,1,25000.0,25000,2012,4,1
85,2012-05-01,Product_1359,25,16360.0,409000,2012,5,2
86,2012-05-02,Product_1359,16,57437.5,919000,2012,5,3
87,2012-05-06,Product_1359,1,10000.0,10000,2012,5,7
88,2012-05-07,Product_1359,11,38909.09090909091,428000,2012,5,1
89,2012-05-08,Product_1359,14,19642.85714285714,275000,2012,5,2
90,2012-05-09,Product_1359,13,18384.615384615383,239000,2012,5,3
91,2012-05-10,Product_1359,13,39923.07692307692,519000,2012,5,4
92,2012-05-11,Product_1359,12,24166.666666666668,290000,2012,5,5
93,2012-05-14,Product_1359,13,39846.153846153844,518000,2012,5,1
94,2012-05-15,Product_1359,16,31750.0,508000,2012,5,2
95,2012-05-16,Product_1359,16,17937.5,287000,2012,5,3
96,2012-05-17,Product_1359,17,17294.117647058825,294000,2012,5,4
97,2012-05-18,Product_1359,15,21733.333333333332,326000,2012,5,5
98,2012-05-21,Product_1359,25,16800.0,420000,2012,5,1
99,2012-05-22,Product_1359,14,28428.571428571428,398000,2012,5,2
100,2012-05-23,Product_1359,11,11000.0,121000,2012,5,3
101,2012-05-24,Product_1359,16,31250.0,500000,2012,5,4
102,2012-05-25,Product_1359,13,22846.153846153848,297000,2012,5,5
103,2012-05-27,Product_1359,1,10000.0,10000,2012,5,7
104,2012-05-28,Product_1359,16,29500.0,472000,2012,5,1
105,2012-05-29,Product_1359,15,53133.333333333336,797000,2012,5,2
106,2012-05-30,Product_1359,12,15750.0,189000,2012,5,3
107,2012-05-31,Product_1359,18,13833.333333333334,249000,2012,5,4
108,2012-06-01,Product_1359,19,14315.78947368421,272000,2012,6,5
109,2012-06-04,Product_1359,12,22083.333333333332,265000,2012,6,1
110,2012-06-05,Product_1359,17,38235.294117647056,650000,2012,6,2
111,2012-06-06,Product_1359,18,10444.444444444445,188000,2012,6,3
112,2012-06-07,Product_1359,13,19384.615384615383,252000,2012,6,4
113,2012-06-08,Product_1359,24,26000.0,624000,2012,6,5
114,2012-06-11,Product_1359,20,21150.0,423000,2012,6,1
115,2012-06-12,Product_1359,19,27368.42105263158,520000,2012,6,2
116,2012-06-13,Product_1359,17,10000.0,170000,2012,6,3
117,2012-06-14,Product_1359,14,48071.42857142857,673000,2012,6,4
118,2012-06-15,Product_1359,7,30285.714285714286,212000,2012,6,5
119,2012-06-18,Product_1359,12,16416.666666666668,197000,2012,6,1
120,2012-06-19,Product_1359,11,13727.272727272728,151000,2012,6,2
121,2012-06-20,Product_1359,17,11529.411764705883,196000,2012,6,3
122,2012-06-21,Product_1359,17,16941.176470588234,288000,2012,6,4
123,2012-06-22,Product_1359,11,24181.81818181818,266000,2012,6,5
124,2012-06-25,Product_1359,18,11111.111111111111,200000,2012,6,1
125,2012-06-26,Product_1359,13,25153.846153846152,327000,2012,6,2
126,2012-06-27,Product_1359,10,12200.0,122000,2012,6,3
127,2012-06-28,Product_1359,10,26200.0,262000,2012,6,4
128,2012-06-29,Product_1359,12,20666.666666666668,248000,2012,6,5
129,2012-07-02,Product_1359,18,34944.444444444445,629000,2012,7,1
130,2012-07-03,Product_1359,15,19400.0,291000,2012,7,2
131,2012-07-04,Product_1359,15,29666.666666666668,445000,2012,7,3
132,2012-07-05,Product_1359,13,23461.53846153846,305000,2012,7,4
133,2012-07-06,Product_1359,12,25500.0,306000,2012,7,5
134,2012-07-09,Product_1359,14,13000.0,182000,2012,7,1
135,2012-07-10,Product_1359,12,37666.666666666664,452000,2012,7,2
136,2012-07-11,Product_1359,14,37214.28571428572,521000,2012,7,3
137,2012-07-12,Product_1359,16,24625.0,394000,2012,7,4
138,2012-07-13,Product_1359,8,27125.0,217000,2012,7,5
139,2012-07-17,Product_1359,13,18769.23076923077,244000,2012,7,2
140,2012-07-18,Product_1359,17,46176.470588235294,785000,2012,7,3
141,2012-07-19,Product_1359,15,15066.666666666666,226000,2012,7,4
142,2012-07-20,Product_1359,17,17294.117647058825,294000,2012,7,5
143,2012-07-23,Product_1359,20,25350.0,507000,2012,7,1
144,2012-07-24,Product_1359,19,15000.0,285000,2012,7,2
145,2012-07-25,Product_1359,11,8000.0,88000,2012,7,3
146,2012-07-26,Product_1359,9,17555.555555555555,158000,2012,7,4
147,2012-07-27,Product_1359,13,22000.0,286000,2012,7,5
148,2012-07-30,Product_1359,9,21555.555555555555,194000,2012,7,1
149,2012-07-31,Product_1359,25,24520.0,613000,2012,7,2
150,2012-08-01,Product_1359,25,17000.0,425000,2012,8,3
151,2012-08-02,Product_1359,13,17769.23076923077,231000,2012,8,4
152,2012-08-03,Product_1359,24,7208.333333333333,173000,2012,8,5
153,2012-08-06,Product_1359,13,21076.923076923078,274000,2012,8,1
154,2012-08-07,Product_1359,17,29352.941176470587,499000,2012,8,2
155,2012-08-08,Product_1359,12,13416.666666666666,161000,2012,8,3
156,2012-08-09,Product_1359,18,12055.555555555555,217000,2012,8,4
157,2012-08-10,Product_1359,2,25500.0,51000,2012,8,5
158,2012-08-15,Product_1359,2,25000.0,50000,2012,8,3
159,2012-08-16,Product_1359,10,18800.0,188000,2012,8,4
160,2012-08-17,Product_1359,4,14250.0,57000,2012,8,5
161,2012-08-19,Product_1359,1,1000.0,1000,2012,8,7
162,2012-08-20,Product_1359,20,15300.0,306000,2012,8,1
163,2012-08-21,Product_1359,12,15666.666666666666,188000,2012,8,2
164,2012-08-22,Product_1359,21,32285.714285714286,678000,2012,8,3
165,2012-08-23,Product_1359,11,5090.909090909091,56000,2012,8,4
166,2012-08-24,Product_1359,17,44235.294117647056,752000,2012,8,5
167,2012-08-27,Product_1359,14,57500.0,805000,2012,8,1
168,2012-08-28,Product_1359,14,16357.142857142857,229000,2012,8,2
169,2012-08-29,Product_1359,14,53857.142857142855,754000,2012,8,3
170,2012-08-30,Product_1359,12,27083.333333333332,325000,2012,8,4
171,2012-08-31,Product_1359,14,17642.85714285714,247000,2012,8,5
172,2012-09-02,Product_1359,2,3000.0,6000,2012,9,7
173,2012-09-03,Product_1359,22,20090.909090909092,442000,2012,9,1
174,2012-09-04,Product_1359,9,51222.22222222222,461000,2012,9,2
175,2012-09-05,Product_1359,12,23416.666666666668,281000,2012,9,3
176,2012-09-06,Product_1359,15,23866.666666666668,358000,2012,9,4
177,2012-09-07,Product_1359,8,151500.0,1212000,2012,9,5
178,2012-09-09,Product_1359,1,10000.0,10000,2012,9,7
179,2012-09-10,Product_1359,13,12538.461538461539,163000,2012,9,1
180,2012-09-11,Product_1359,18,14833.333333333334,267000,2012,9,2
181,2012-09-12,Product_1359,14,31714.285714285714,444000,2012,9,3
182,2012-09-13,Product_1359,17,6411.764705882353,109000,2012,9,4
183,2012-09-14,Product_1359,11,24090.909090909092,265000,2012,9,5
184,2012-09-17,Product_1359,1,50000.0,50000,2012,9,1
185,2012-09-18,Product_1359,16,15750.0,252000,2012,9,2
186,2012-09-19,Product_1359,15,24066.666666666668,361000,2012,9,3
187,2012-09-20,Product_1359,10,38900.0,389000,2012,9,4
188,2012-09-21,Product_1359,21,20761.904761904763,436000,2012,9,5
189,2012-09-24,Product_1359,11,14181.818181818182,156000,2012,9,1
190,2012-09-25,Product_1359,16,23125.0,370000,2012,9,2
191,2012-09-26,Product_1359,14,25785.714285714286,361000,2012,9,3
192,2012-09-27,Product_1359,10,33600.0,336000,2012,9,4
193,2012-09-28,Product_1359,16,26250.0,420000,2012,9,5
194,2012-09-30,Product_1359,1,200000.0,200000,2012,9,7
195,2012-10-01,Product_1359,22,12409.09090909091,273000,2012,10,1
196,2012-10-02,Product_1359,17,14705.882352941177,250000,2012,10,2
197,2012-10-03,Product_1359,12,21583.333333333332,259000,2012,10,3
198,2012-10-04,Product_1359,15,19666.666666666668,295000,2012,10,4
199,2012-10-05,Product_1359,13,45000.0,585000,2012,10,5
200,2012-10-09,Product_1359,17,26058.823529411766,443000,2012,10,2
201,2012-10-10,Product_1359,11,20727.272727272728,228000,2012,10,3
202,2012-10-11,Product_1359,12,21083.333333333332,253000,2012,10,4
203,2012-10-12,Product_1359,18,48277.77777777778,869000,2012,10,5
204,2012-10-15,Product_1359,17,16705.882352941175,284000,2012,10,1
205,2012-10-16,Product_1359,13,20153.846153846152,262000,2012,10,2
206,2012-10-17,Product_1359,14,37285.71428571428,522000,2012,10,3
207,2012-10-18,Product_1359,6,9666.666666666666,58000,2012,10,4
208,2012-10-19,Product_1359,14,33000.0,462000,2012,10,5
209,2012-10-22,Product_1359,20,17150.0,343000,2012,10,1
210,2012-10-23,Product_1359,14,21142.85714285714,296000,2012,10,2
211,2012-10-24,Product_1359,17,11294.117647058823,192000,2012,10,3
212,2012-10-25,Product_1359,10,5800.0,58000,2012,10,4
213,2012-10-26,Product_1359,20,35700.0,714000,2012,10,5
214,2012-10-29,Product_1359,13,15384.615384615385,200000,2012,10,1
215,2012-10-30,Product_1359,12,31166.666666666668,374000,2012,10,2
216,2012-10-31,Product_1359,11,40636.36363636364,447000,2012,10,3
217,2012-11-01,Product_1359,17,31411.764705882353,534000,2012,11,4
218,2012-11-02,Product_1359,10,33000.0,330000,2012,11,5
219,2012-11-05,Product_1359,13,12538.461538461539,163000,2012,11,1
220,2012-11-06,Product_1359,10,43000.0,430000,2012,11,2
221,2012-11-07,Product_1359,11,80818.18181818182,889000,2012,11,3
222,2012-11-08,Product_1359,16,11687.5,187000,2012,11,4
223,2012-11-09,Product_1359,14,24642.85714285714,345000,2012,11,5
224,2012-11-12,Product_1359,22,24000.0,528000,2012,11,1
225,2012-11-13,Product_1359,17,13294.117647058823,226000,2012,11,2
226,2012-11-14,Product_1359,14,33857.142857142855,474000,2012,11,3
227,2012-11-15,Product_1359,14,20428.571428571428,286000,2012,11,4
228,2012-11-16,Product_1359,13,25769.23076923077,335000,2012,11,5
229,2012-11-19,Product_1359,17,18294.117647058825,311000,2012,11,1
230,2012-11-20,Product_1359,15,34400.0,516000,2012,11,2
231,2012-11-21,Product_1359,20,9900.0,198000,2012,11,3
232,2012-11-22,Product_1359,20,15500.0,310000,2012,11,4
233,2012-11-26,Product_1359,9,18000.0,162000,2012,11,1
234,2012-11-27,Product_1359,12,16666.666666666668,200000,2012,11,2
235,2012-11-28,Product_1359,19,63684.21052631579,1210000,2012,11,3
236,2012-11-29,Product_1359,8,7625.0,61000,2012,11,4
237,2012-11-30,Product_1359,11,8818.181818181818,97000,2012,11,5
238,2012-12-03,Product_1359,23,31695.652173913044,729000,2012,12,1
239,2012-12-04,Product_1359,13,63923.07692307692,831000,2012,12,2
240,2012-12-05,Product_1359,22,20227.272727272728,445000,2012,12,3
241,2012-12-06,Product_1359,19,7473.684210526316,142000,2012,12,4
242,2012-12-07,Product_1359,16,19937.5,319000,2012,12,5
243,2012-12-10,Product_1359,14,20857.14285714286,292000,2012,12,1
244,2012-12-11,Product_1359,19,56947.36842105263,1082000,2012,12,2
245,2012-12-12,Product_1359,12,50083.333333333336,601000,2012,12,3
246,2012-12-13,Product_1359,13,34076.92307692308,443000,2012,12,4
247,2012-12-14,Product_1359,12,25250.0,303000,2012,12,5
248,2012-12-17,Product_1359,10,22900.0,229000,2012,12,1
249,2012-12-18,Product_1359,14,7857.142857142857,110000,2012,12,2
250,2012-12-19,Product_1359,17,32470.58823529412,552000,2012,12,3
251,2012-12-20,Product_1359,22,23136.363636363636,509000,2012,12,4
252,2012-12-21,Product_1359,16,20375.0,326000,2012,12,5
253,2012-12-25,Product_1359,14,38357.142857142855,537000,2012,12,2
254,2012-12-26,Product_1359,22,29818.18181818182,656000,2012,12,3
255,2012-12-27,Product_1359,8,24500.0,196000,2012,12,4
256,2013-01-07,Product_1359,35,12828.57142857143,449000,2013,1,1
257,2013-01-08,Product_1359,20,43100.0,862000,2013,1,2
258,2013-01-09,Product_1359,12,13000.0,156000,2013,1,3
259,2013-01-10,Product_1359,17,19411.764705882353,330000,2013,1,4
260,2013-01-11,Product_1359,13,10230.76923076923,133000,2013,1,5
261,2013-01-15,Product_1359,18,92222.22222222222,1660000,2013,1,2
262,2013-01-16,Product_1359,13,77538.46153846153,1008000,2013,1,3
263,2013-01-17,Product_1359,17,11411.764705882353,194000,2013,1,4
264,2013-01-18,Product_1359,13,54384.61538461538,707000,2013,1,5
265,2013-01-21,Product_1359,18,24333.333333333332,438000,2013,1,1
266,2013-01-22,Product_1359,27,25703.703703703704,694000,2013,1,2
267,2013-01-23,Product_1359,13,22384.615384615383,291000,2013,1,3
268,2013-01-24,Product_1359,17,33823.529411764706,575000,2013,1,4
269,2013-01-25,Product_1359,19,6631.578947368421,126000,2013,1,5
270,2013-01-28,Product_1359,17,15470.588235294117,263000,2013,1,1
271,2013-01-29,Product_1359,20,45150.0,903000,2013,1,2
272,2013-01-30,Product_1359,9,17222.222222222223,155000,2013,1,3
273,2013-01-31,Product_1359,16,31625.0,506000,2013,1,4
274,2013-02-01,Product_1359,33,56848.48484848485,1876000,2013,2,5
275,2013-02-04,Product_1359,13,42230.769230769234,549000,2013,2,1
276,2013-02-05,Product_1359,16,8437.5,135000,2013,2,2
277,2013-02-06,Product_1359,8,40875.0,327000,2013,2,3
278,2013-02-07,Product_1359,9,13000.0,117000,2013,2,4
279,2013-02-08,Product_1359,21,40285.71428571428,846000,2013,2,5
280,2013-02-12,Product_1359,15,18000.0,270000,2013,2,2
281,2013-02-13,Product_1359,18,38444.444444444445,692000,2013,2,3
282,2013-02-14,Product_1359,11,14000.0,154000,2013,2,4
283,2013-02-15,Product_1359,15,14800.0,222000,2013,2,5
284,2013-02-18,Product_1359,18,10555.555555555555,190000,2013,2,1
285,2013-02-19,Product_1359,15,43400.0,651000,2013,2,2
286,2013-02-20,Product_1359,14,11285.714285714286,158000,2013,2,3
287,2013-02-21,Product_1359,14,13785.714285714286,193000,2013,2,4
288,2013-02-22,Product_1359,13,22076.923076923078,287000,2013,2,5
289,2013-02-25,Product_1359,12,13416.666666666666,161000,2013,2,1
290,2013-02-26,Product_1359,17,47647.05882352941,810000,2013,2,2
291,2013-02-27,Product_1359,12,33833.333333333336,406000,2013,2,3
292,2013-02-28,Product_1359,12,14333.333333333334,172000,2013,2,4
293,2013-03-01,Product_1359,13,31153.846153846152,405000,2013,3,5
294,2013-03-04,Product_1359,15,22466.666666666668,337000,2013,3,1
295,2013-03-05,Product_1359,16,41062.5,657000,2013,3,2
296,2013-03-06,Product_1359,10,16500.0,165000,2013,3,3
297,2013-03-07,Product_1359,18,40166.666666666664,723000,2013,3,4
298,2013-03-08,Product_1359,16,47750.0,764000,2013,3,5
299,2013-03-11,Product_1359,11,52454.545454545456,577000,2013,3,1
300,2013-03-12,Product_1359,14,10928.57142857143,153000,2013,3,2
301,2013-03-13,Product_1359,16,33562.5,537000,2013,3,3
302,2013-03-14,Product_1359,14,16428.571428571428,230000,2013,3,4
303,2013-03-15,Product_1359,12,22583.333333333332,271000,2013,3,5
304,2013-03-18,Product_1359,10,8600.0,86000,2013,3,1
305,2013-03-19,Product_1359,20,48300.0,966000,2013,3,2
306,2013-03-21,Product_1359,18,13111.111111111111,236000,2013,3,4
307,2013-03-22,Product_1359,14,20071.428571428572,281000,2013,3,5
308,2013-03-25,Product_1359,17,13705.882352941177,233000,2013,3,1
309,2013-03-26,Product_1359,14,48785.71428571428,683000,2013,3,2
310,2013-03-27,Product_1359,6,13000.0,78000,2013,3,3
311,2013-03-28,Product_1359,9,9111.111111111111,82000,2013,3,4
312,2013-03-29,Product_1359,20,28050.0,561000,2013,3,5
313,2013-04-01,Product_1359,23,43782.608695652176,1007000,2013,4,1
314,2013-04-02,Product_1359,22,23909.090909090908,526000,2013,4,2
315,2013-04-03,Product_1359,16,54312.5,869000,2013,4,3
316,2013-04-04,Product_1359,14,19500.0,273000,2013,4,4
317,2013-04-05,Product_1359,12,27333.333333333332,328000,2013,4,5
318,2013-04-06,Product_1359,1,0.0,0,2013,4,6
319,2013-04-08,Product_1359,15,21666.666666666668,325000,2013,4,1
320,2013-04-09,Product_1359,12,43416.666666666664,521000,2013,4,2
321,2013-04-10,Product_1359,10,22600.0,226000,2013,4,3
322,2013-04-11,Product_1359,8,15375.0,123000,2013,4,4
323,2013-04-12,Product_1359,18,34777.77777777778,626000,2013,4,5
324,2013-04-15,Product_1359,17,10882.35294117647,185000,2013,4,1
325,2013-04-16,Product_1359,21,10857.142857142857,228000,2013,4,2
326,2013-04-17,Product_1359,12,17250.0,207000,2013,4,3
327,2013-04-18,Product_1359,20,15150.0,303000,2013,4,4
328,2013-04-19,Product_1359,11,13363.636363636364,147000,2013,4,5
329,2013-04-22,Product_1359,21,27761.904761904763,583000,2013,4,1
330,2013-04-23,Product_1359,10,15500.0,155000,2013,4,2
331,2013-04-24,Product_1359,10,6500.0,65000,2013,4,3
332,2013-04-25,Product_1359,19,21210.526315789473,403000,2013,4,4
333,2013-04-26,Product_1359,14,16142.857142857143,226000,2013,4,5
334,2013-04-30,Product_1359,22,21636.363636363636,476000,2013,4,2
335,2013-05-01,Product_1359,16,37750.0,604000,2013,5,3
336,2013-05-02,Product_1359,11,21454.545454545456,236000,2013,5,4
337,2013-05-07,Product_1359,9,93444.44444444444,841000,2013,5,2
338,2013-05-08,Product_1359,14,12285.714285714286,172000,2013,5,3
339,2013-05-09,Product_1359,10,39600.0,396000,2013,5,4
340,2013-05-10,Product_1359,13,49153.846153846156,639000,2013,5,5
341,2013-05-13,Product_1359,12,28833.333333333332,346000,2013,5,1
342,2013-05-14,Product_1359,14,15214.285714285714,213000,2013,5,2
343,2013-05-15,Product_1359,14,20428.571428571428,286000,2013,5,3
344,2013-05-16,Product_1359,13,7923.076923076923,103000,2013,5,4
345,2013-05-17,Product_1359,19,13000.0,247000,2013,5,5
346,2013-05-20,Product_1359,21,24904.761904761905,523000,2013,5,1
347,2013-05-21,Product_1359,12,44500.0,534000,2013,5,2
348,2013-05-22,Product_1359,16,16812.5,269000,2013,5,3
349,2013-05-23,Product_1359,9,28222.222222222223,254000,2013,5,4
350,2013-05-24,Product_1359,18,17833.333333333332,321000,2013,5,5
351,2013-05-27,Product_1359,22,7454.545454545455,164000,2013,5,1
352,2013-05-28,Product_1359,16,57687.5,923000,2013,5,2
353,2013-05-29,Product_1359,19,11684.21052631579,222000,2013,5,3
354,2013-05-30,Product_1359,11,17272.727272727272,190000,2013,5,4
355,2013-05-31,Product_1359,22,25363.636363636364,558000,2013,5,5
356,2013-06-03,Product_1359,19,27421.052631578947,521000,2013,6,1
357,2013-06-04,Product_1359,19,43421.05263157895,825000,2013,6,2
358,2013-06-05,Product_1359,15,20666.666666666668,310000,2013,6,3
359,2013-06-06,Product_1359,14,38357.142857142855,537000,2013,6,4
360,2013-06-07,Product_1359,15,32266.666666666668,484000,2013,6,5
361,2013-06-10,Product_1359,15,30666.666666666668,460000,2013,6,1
362,2013-06-11,Product_1359,13,45384.61538461538,590000,2013,6,2
363,2013-06-12,Product_1359,11,57363.63636363636,631000,2013,6,3
364,2013-06-13,Product_1359,14,7857.142857142857,110000,2013,6,4
365,2013-06-14,Product_1359,12,16250.0,195000,2013,6,5
366,2013-06-17,Product_1359,11,9545.454545454546,105000,2013,6,1
367,2013-06-18,Product_1359,14,16214.285714285714,227000,2013,6,2
368,2013-06-19,Product_1359,16,57437.5,919000,2013,6,3
369,2013-06-20,Product_1359,15,14466.666666666666,217000,2013,6,4
370,2013-06-21,Product_1359,14,19714.285714285714,276000,2013,6,5
371,2013-06-24,Product_1359,14,9357.142857142857,131000,2013,6,1
372,2013-06-25,Product_1359,16,23250.0,372000,2013,6,2
373,2013-06-26,Product_1359,14,38285.71428571428,536000,2013,6,3
374,2013-06-27,Product_1359,15,14333.333333333334,215000,2013,6,4
375,2013-06-28,Product_1359,23,28565.217391304348,657000,2013,6,5
376,2013-07-01,Product_1359,20,25950.0,519000,2013,7,1
377,2013-07-02,Product_1359,22,26227.272727272728,577000,2013,7,2
378,2013-07-03,Product_1359,11,20363.636363636364,224000,2013,7,3
379,2013-07-04,Product_1359,13,14307.692307692309,186000,2013,7,4
380,2013-07-05,Product_1359,13,19307.69230769231,251000,2013,7,5
381,2013-07-08,Product_1359,13,24230.76923076923,315000,2013,7,1
382,2013-07-09,Product_1359,14,35714.28571428572,500000,2013,7,2
383,2013-07-10,Product_1359,9,12888.888888888889,116000,2013,7,3
384,2013-07-11,Product_1359,12,14416.666666666666,173000,2013,7,4
385,2013-07-12,Product_1359,15,51066.666666666664,766000,2013,7,5
386,2013-07-16,Product_1359,14,24357.14285714286,341000,2013,7,2
387,2013-07-17,Product_1359,14,15928.57142857143,223000,2013,7,3
388,2013-07-18,Product_1359,11,27909.090909090908,307000,2013,7,4
389,2013-07-19,Product_1359,9,7222.222222222223,65000,2013,7,5
390,2013-07-22,Product_1359,19,23842.105263157893,453000,2013,7,1
391,2013-07-23,Product_1359,19,15473.684210526315,294000,2013,7,2
392,2013-07-24,Product_1359,7,22428.571428571428,157000,2013,7,3
393,2013-07-25,Product_1359,13,38076.92307692308,495000,2013,7,4
394,2013-07-26,Product_1359,14,20428.571428571428,286000,2013,7,5
395,2013-07-29,Product_1359,21,26285.714285714286,552000,2013,7,1
396,2013-07-30,Product_1359,17,13294.117647058823,226000,2013,7,2
397,2013-07-31,Product_1359,12,44166.666666666664,530000,2013,7,3
398,2013-08-01,Product_1359,22,39090.90909090909,860000,2013,8,4
399,2013-08-02,Product_1359,18,26055.555555555555,469000,2013,8,5
400,2013-08-05,Product_1359,13,104076.92307692308,1353000,2013,8,1
401,2013-08-06,Product_1359,19,42315.78947368421,804000,2013,8,2
402,2013-08-07,Product_1359,10,21600.0,216000,2013,8,3
403,2013-08-08,Product_1359,15,14333.333333333334,215000,2013,8,4
404,2013-08-09,Product_1359,7,19285.714285714286,135000,2013,8,5
405,2013-08-12,Product_1359,2,14000.0,28000,2013,8,1
406,2013-08-13,Product_1359,2,2500.0,5000,2013,8,2
407,2013-08-14,Product_1359,2,20000.0,40000,2013,8,3
408,2013-08-16,Product_1359,13,13846.153846153846,180000,2013,8,5
